component_name,component_group_name,n_heavy_l ,n_heavy_u,n_light_l,n_light_u,n_detecting_l,n_detecting_u,n_quantifying_l,n_quantifying_u,n_identifying_l,n_identifying_u,n_transitions_l,n_transitions_u,ion_ratio_pair_name_1,ion_ratio_pair_name_2,ion_ratio_l,ion_ratio_u,retention_time_l,retention_time_u,intensity_l,intensity_u,overall_quality_l,overall_quality_u,metaValue_sn_score_l,metaValue_sn_score_u,metaValue_peak_apex_int_l,metaValue_peak_apex_int_u,metaValue_peak_apex_int_l,metaValue_peak_apex_int_u,metaValue_peak_apex_position_l,metaValue_peak_apex_position_u,metaValue_total_width_l,metaValue_total_width_u,metaValue_width_at_50_l,metaValue_width_at_50_u,metaValue_tailing_factor_l,metaValue_tailing_factor_u,metaValue_asymmetry_factor_l,metaValue_asymmetry_factor_u,metaValue_baseline_delta_2_height_l,metaValue_baseline_delta_2_height_u,metaValue_points_across_baseline_l,metaValue_points_across_baseline_u,metaValue_points_across_half_height_l,metaValue_points_across_half_height_u,metaValue_logSN_l,metaValue_logSN_u,metaValue_calculated_concentration_l,metaValue_calculated_concentration_u
S7P_474,S7P,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
S7P_475,S7P,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
S7P_476,S7P,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
35cgmp.35cgmp_1.Heavy,35cgmp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
35cgmp.35cgmp_1.Light,35cgmp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
35cgmp.35cgmp_2.Light,35cgmp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgmp.dgmp_1.Heavy,dgmp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgmp.dgmp_1.Light,dgmp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgmp.dgmp_2.Light,dgmp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dtmp.dtmp_1.Heavy,dtmp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dtmp.dtmp_1.Light,dtmp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ribflv.ribflv_1.Heavy,ribflv,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ribflv.ribflv_1.Light,ribflv,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
amp.amp_1.Heavy,amp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
amp.amp_1.Light,amp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
amp.amp_2.Light,amp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gmp.gmp_1.Heavy,gmp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gmp.gmp_1.Light,gmp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gmp.gmp_2.Light,gmp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
imp.imp_1.Heavy,imp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
imp.imp_1.Light,imp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
imp.imp_2.Light,imp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
camp.camp_1.Heavy,camp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
camp.camp_1.Light,camp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
camp.camp_2.Light,camp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gthox.gthox_1.Heavy,gthox,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gthox.gthox_1.Light,gthox,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gthox.gthox_2.Light,gthox,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
btn.btn_1.Heavy,btn,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
btn.btn_1.Light,btn,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
btn.btn_2.Light,btn,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mmal.mmal_1.Heavy,mmal,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mmal.mmal_1.Light,mmal,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mmal.mmal_2.Light,mmal,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
succ.succ_1.Heavy,succ,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
succ.succ_1.Light,succ,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
succ.succ_2.Light,succ,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mal-L.mal-L_1.Heavy,mal-L,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
mal-L.mal-L_1.Light,mal-L,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
glutacon.glutacon_1.Heavy,glutacon,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
glutacon.glutacon_1.Light,glutacon,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fum.fum_1.Heavy,fum,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fum.fum_1.Light,fum,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpg.udpg_1.Heavy,udpg,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpg.udpg_1.Light,udpg,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpg.udpg_2.Light,udpg,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
damp.damp_1.Heavy,damp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
damp.damp_1.Light,damp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
damp.damp_2.Light,damp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oxa.oxa_1.Heavy,oxa,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oxa.oxa_1.Light,oxa,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oxa.oxa_2.Light,oxa,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
actp.actp_1.Heavy,actp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
actp.actp_1.Light,actp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
actp.actp_2.Light,actp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
akg.akg_1.Heavy,akg,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
akg.akg_1.Light,akg,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oaa.oaa_1.Heavy,oaa,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
oaa.oaa_1.Light,oaa,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dtdpglu.dtdpglu_1.Heavy,dtdpglu,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dtdpglu.dtdpglu_1.Light,dtdpglu,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dtdpglu.dtdpglu_2.Light,dtdpglu,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadh.nadh_1.Heavy,nadh,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadh.nadh_1.Light,nadh,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadh.nadh_2.Light,nadh,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adpglc.adpglc_1.Heavy,adpglc,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adpglc.adpglc_1.Light,adpglc,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adpglc.adpglc_2.Light,adpglc,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
chor.chor_1.Heavy,chor,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
chor.chor_1.Light,chor,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fol.fol_1.Heavy,fol,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fol.fol_1.Light,fol,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fol.fol_2.Light,fol,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
