component_name,component_group_name,n_heavy_l ,n_heavy_u,n_light_l,n_light_u,n_detecting_l,n_detecting_u,n_quantifying_l,n_quantifying_u,n_identifying_l,n_identifying_u,n_transitions_l,n_transitions_u,ion_ratio_pair_name_1,ion_ratio_pair_name_2,ion_ratio_l,ion_ratio_u,retention_time_l,retention_time_u,intensity_l,intensity_u,overall_quality_l,overall_quality_u,metaValue_sn_score_l,metaValue_sn_score_u,metaValue_peak_apex_int_l,metaValue_peak_apex_int_u,metaValue_peak_apex_int_l,metaValue_peak_apex_int_u,metaValue_total_width_l,metaValue_total_width_u,metaValue_width_at_50_l,metaValue_width_at_50_u,metaValue_tailing_factor_l,metaValue_tailing_factor_u,metaValue_asymmetry_factor_l,metaValue_asymmetry_factor_u,metaValue_baseline_delta_2_height_l,metaValue_baseline_delta_2_height_u,metaValue_points_across_baseline_l,metaValue_points_across_baseline_u,metaValue_points_across_half_height_l,metaValue_points_across_half_height_u,metaValue_logSN_l,metaValue_logSN_u,metaValue_calculated_concentration_l,metaValue_calculated_concentration_u
pep.pep_2.Light,pep,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dadp.dadp_1.Heavy,dadp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dadp.dadp_1.Light,dadp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dadp.dadp_2.Light,dadp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
cit.cit_1.Heavy,cit,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
cit.cit_1.Light,cit,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
cit.cit_2.Light,cit,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
Pool_cit_icit.Pool_cit_icit_1.Heavy,Pool_cit_icit,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
icit.icit_1.Heavy,icit,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
icit.icit_1.Light,icit,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
icit.icit_2.Light,icit,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fad.fad_1.Heavy,fad,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fad.fad_1.Light,fad,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fad.fad_2.Light,fad,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fdp.fdp_1.Heavy,fdp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fdp.fdp_1.Light,fdp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fdp.fdp_2.Light,fdp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpglcur.udpglcur_1.Heavy,udpglcur,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpglcur.udpglcur_1.Light,udpglcur,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpglcur.udpglcur_2.Light,udpglcur,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgtp.dgtp_1.Heavy,dgtp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgtp.dgtp_1.Light,dgtp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ctp.ctp_1.Heavy,ctp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ctp.ctp_1.Light,ctp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ctp.ctp_2.Light,ctp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dctp.dctp_1.Heavy,dctp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dctp.dctp_1.Light,dctp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dctp.dctp_2.Light,dctp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ditp.ditp_1.Heavy,ditp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ditp.ditp_1.Light,ditp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ditp.ditp_2.Light,ditp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dutp.dutp_1.Heavy,dutp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dutp.dutp_1.Light,dutp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dutp.dutp_2.Light,dutp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
itp.itp_1.Heavy,itp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
itp.itp_1.Light,itp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
itp.itp_2.Light,itp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
utp.utp_1.Heavy,utp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
utp.utp_1.Light,utp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
utp.utp_2.Light,utp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
23dpg.23dpg_1.Heavy,23dpg,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
23dpg.23dpg_1.Light,23dpg,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
23dpg.23dpg_2.Light,23dpg,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
atp.atp_1.Heavy,atp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
atp.atp_1.Light,atp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
atp.atp_2.Light,atp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
datp.datp_1.Heavy,datp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
datp.datp_1.Light,datp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
datp.datp_2.Light,datp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dttp.dttp_1.Heavy,dttp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dttp.dttp_1.Light,dttp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dttp.dttp_2.Light,dttp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gtp.gtp_1.Heavy,gtp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gtp.gtp_1.Light,gtp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gtp.gtp_2.Light,gtp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadph.nadph_1.Heavy,nadph,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadph.nadph_1.Light,nadph,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadph.nadph_2.Light,nadph,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
prpp.prpp_1.Heavy,prpp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
prpp.prpp_1.Light,prpp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
prpp.prpp_2.Light,prpp,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
phpyr.phpyr_1.Heavy,phpyr,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
phpyr.phpyr_1.Light,phpyr,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
phpyr.phpyr_2.Light,phpyr,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
coa.coa_1.Heavy,coa,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
coa.coa_1.Light,coa,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
accoa.accoa_1.Heavy,accoa,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
accoa.accoa_1.Light,accoa,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
malcoa.malcoa_1.Heavy,malcoa,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
malcoa.malcoa_1.Light,malcoa,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
succoa.succoa_1.Heavy,succoa,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
succoa.succoa_1.Light,succoa,1,10,1,10,1,10,2,10,0,10,2,10,,,,,0,100,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.1,1,0.001,0.25,0,2,0.9,1.2,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
